study_id,breed,dmi_kg,cp_g_kg,ndf_g_kg,adf_g_kg,ee_g_kg,forage_pct,body_weight_kg,milk_yield_kg,additive_type,additive_dose,ch4_g_kg_dmi,ch4_g_day
S607,Crossbred,12.0,237.9,549.9,356.6,22.3,67.0,523.0,14.7,tannin,1.42,22.37,268.5
S608,Jersey,15.05,157.6,128.9,66.8,56.9,43.9,649.2,41.3,none,0.0,16.45,247.6
S609,Holstein,16.64,69.1,738.8,356.5,42.7,73.4,593.7,33.0,nitrate,1.69,22.89,380.8
S610,Crossbred,16.25,58.9,361.1,200.0,48.2,86.8,597.0,36.2,lipid,1.56,17.41,283.0
S611,Holstein,17.31,239.0,724.0,403.0,,75.8,656.5,32.4,none,0.0,23.65,409.5
S612,Holstein,17.5,55.0,488.4,237.2,,99.2,644.4,0.0,lipid,2.02,20.36,356.2
S613,Crossbred,12.56,107.7,96.2,55.1,,75.4,620.9,12.7,lipid,1.8,16.97,213.1
S614,Jersey,14.27,120.2,119.3,54.0,38.2,85.2,489.7,19.0,3-NOP,2.0,16.65,237.7
S615,Holstein,13.92,82.5,557.7,354.5,26.2,83.2,533.3,4.4,lipid,0.45,21.5,299.2
S616,Other,14.39,115.5,477.3,240.0,29.8,73.0,514.8,20.3,none,0.0,20.31,292.2
S617,Jersey,16.05,215.8,111.1,50.9,,80.2,618.7,1.9,none,0.0,17.76,285.0
S618,Jersey,14.7,45.4,600.8,283.4,21.4,93.5,585.2,0.2,none,0.0,21.67,318.7
S619,Holstein,11.88,235.6,675.0,336.2,48.4,47.5,491.6,41.9,seaweed,2.2,19.23,228.3
S620,Holstein,14.64,242.4,432.1,,60.0,63.8,563.7,31.0,3-NOP,0.83,20.21,295.9
S621,Holstein,11.67,129.1,411.1,187.7,20.3,51.5,485.4,25.3,lipid,0.69,18.34,214.0
S622,Jersey,15.6,77.9,96.7,48.9,,85.1,571.8,15.3,none,0.0,15.15,236.4
S623,Holstein,9.51,182.6,630.3,,47.0,43.1,475.7,25.7,none,0.0,20.22,192.4
S624,Crossbred,14.36,70.0,318.9,167.6,22.4,82.0,606.7,0.0,tannin,1.1,19.13,274.6
S625,Holstein,18.01,127.4,693.2,365.3,43.6,79.9,597.7,29.4,none,0.0,22.52,405.5
S626,Crossbred,16.3,266.3,347.8,180.1,,96.2,689.5,27.1,nitrate,2.26,16.52,269.3
S627,Crossbred,15.29,274.9,478.9,246.9,43.5,24.9,625.9,20.7,3-NOP,1.19,18.84,288.1
S628,Crossbred,12.42,222.7,277.6,129.9,34.6,71.0,549.6,15.6,other,1.77,19.66,244.1
S629,Crossbred,16.11,114.8,202.7,92.2,47.9,75.7,624.1,31.4,tannin,2.01,16.88,271.9
S630,Crossbred,11.17,202.9,622.3,305.2,,93.6,491.1,44.1,none,0.0,21.93,245.0
S631,Holstein,12.65,207.1,432.2,259.9,28.3,90.7,517.3,19.1,none,0.0,21.43,271.2
S632,Jersey,16.15,132.8,459.4,297.8,42.5,57.4,595.0,17.6,none,0.0,20.91,337.6
S633,Other,10.09,192.0,752.4,478.3,55.3,57.9,445.5,19.3,other,1.06,24.07,242.8
S634,Jersey,15.5,44.5,751.1,413.8,46.7,16.7,572.8,19.1,tannin,2.38,18.65,289.1
S635,Holstein,14.08,90.9,677.4,376.9,,97.5,513.8,0.0,3-NOP,1.36,24.41,343.6
S636,Other,16.11,164.9,221.1,113.4,32.9,25.5,581.1,31.8,none,0.0,17.86,287.7
S637,Holstein,12.97,80.3,498.9,301.7,23.4,72.5,510.3,16.2,lipid,0.72,23.46,304.2
S638,Holstein,19.87,80.8,692.8,,29.8,79.6,600.5,16.7,none,0.0,21.68,430.9
S639,Holstein,15.99,237.7,348.8,215.8,20.4,44.1,576.2,19.4,tannin,0.48,16.48,263.4
S640,Holstein,16.96,273.5,162.1,101.9,59.5,21.1,659.0,1.7,nitrate,1.5,16.22,275.2
S641,Holstein,13.07,172.1,646.9,347.3,28.9,18.9,575.4,23.8,none,0.0,20.92,273.5
S642,Holstein,13.08,238.3,422.0,,52.6,85.6,528.9,36.5,seaweed,1.38,20.17,263.7
S643,Other,16.14,273.7,478.5,292.5,26.7,51.1,560.2,29.7,none,0.0,21.34,344.5
S644,Holstein,14.92,75.1,763.8,390.8,31.3,9.0,494.3,8.9,3-NOP,2.14,21.53,321.3
S645,Holstein,17.2,146.9,507.7,322.8,,71.7,599.4,32.8,other,0.97,20.32,349.5
S646,Crossbred,16.44,133.9,383.3,179.7,33.0,25.0,610.4,32.4,tannin,0.44,19.28,317.0
S647,Crossbred,16.2,60.7,345.7,224.3,51.9,87.6,723.2,0.0,lipid,1.15,18.85,305.3
S648,Holstein,14.17,218.7,378.2,228.5,58.3,31.0,537.7,0.0,seaweed,1.27,17.77,251.8
S649,Holstein,12.11,143.5,173.9,81.5,55.0,20.0,558.9,0.0,none,0.0,17.78,215.4
S650,Jersey,11.28,151.8,635.8,369.6,26.1,8.5,540.5,0.0,nitrate,1.36,22.29,251.5
S651,Crossbred,15.05,77.3,665.2,303.9,51.1,51.2,587.7,6.1,seaweed,0.2,23.13,348.1
S652,Jersey,15.73,84.3,287.2,173.5,25.9,45.1,597.9,8.8,none,0.0,17.85,280.8
S653,Holstein,15.65,254.3,300.5,183.3,56.5,75.1,571.8,21.9,3-NOP,1.2,15.71,245.8
S654,Crossbred,16.75,52.4,690.2,393.7,,46.5,640.2,2.0,tannin,0.28,21.89,366.6
S655,Jersey,14.25,96.5,109.4,,,34.4,538.0,18.7,nitrate,1.95,14.91,212.4
S656,Jersey,14.38,110.3,448.5,210.6,26.3,26.2,634.2,35.5,none,0.0,19.22,276.4
S657,Crossbred,15.03,156.7,409.7,207.0,20.5,27.8,607.3,6.7,lipid,1.66,18.04,271.1
S658,Crossbred,12.1,179.2,564.4,300.7,29.9,92.8,574.3,20.7,3-NOP,1.12,21.17,256.1
S659,Jersey,10.9,157.4,204.6,93.8,56.6,16.5,556.1,44.5,none,0.0,15.55,169.4
S660,Jersey,19.13,61.7,549.5,296.5,51.9,98.8,720.6,22.8,none,0.0,19.94,381.4
S661,Jersey,12.02,99.0,350.3,176.2,58.8,32.7,526.0,22.4,nitrate,0.22,19.93,239.5
S662,Holstein,16.13,239.4,515.6,272.5,24.0,8.8,592.9,25.1,3-NOP,0.82,18.38,296.5
S663,Holstein,14.91,191.2,120.4,,43.7,24.9,530.0,8.4,seaweed,2.47,14.97,223.2
S664,Crossbred,16.12,193.9,408.4,255.6,,5.8,682.1,6.6,none,0.0,19.82,319.5
S665,Jersey,16.59,198.8,449.7,226.7,,79.0,628.2,30.5,tannin,1.11,21.15,350.8
S666,Holstein,12.37,220.5,239.4,150.5,,51.3,534.3,17.8,nitrate,0.63,18.52,229.0
S667,Holstein,12.38,55.6,188.4,100.8,,33.7,605.8,0.0,none,0.0,17.25,213.5
S668,Crossbred,14.95,127.8,221.7,114.3,,66.2,590.5,0.0,lipid,0.72,18.51,276.6
S669,Jersey,12.89,168.2,328.0,180.6,27.3,63.1,544.0,38.1,none,0.0,20.37,262.7
S670,Holstein,14.85,121.2,159.1,84.9,38.8,94.0,620.5,0.0,none,0.0,18.01,267.5
S671,Holstein,17.92,239.6,740.0,371.1,46.0,96.1,598.4,33.7,seaweed,1.85,20.3,363.9
S672,Holstein,12.41,154.9,369.6,203.5,25.1,68.1,587.9,0.0,tannin,1.64,18.39,228.2
S673,Other,14.89,221.9,645.5,310.1,57.2,81.8,572.5,,none,0.0,23.02,342.7
S674,Crossbred,13.53,241.4,758.5,394.7,40.2,79.2,600.9,11.1,seaweed,0.38,22.35,302.4
S675,Jersey,16.08,160.1,148.1,83.4,52.8,49.1,588.8,7.0,none,0.0,18.66,300.1
S676,Holstein,14.91,254.8,538.1,286.6,,70.4,578.5,24.0,seaweed,1.47,20.2,301.2
S677,Crossbred,13.98,179.4,688.2,423.1,48.4,7.8,536.5,0.0,tannin,1.75,21.39,299.1
S678,Holstein,15.5,241.0,526.2,263.8,48.6,75.8,676.6,0.0,other,0.53,22.22,344.4
S679,Other,11.65,121.7,386.0,248.6,55.0,96.2,512.0,19.6,3-NOP,1.84,19.03,221.7
S680,Holstein,16.41,158.7,387.4,235.1,44.5,8.5,600.7,20.0,tannin,2.35,18.43,302.4
S681,Holstein,16.55,166.4,117.5,75.6,31.1,83.6,555.8,9.7,seaweed,1.54,17.31,286.6
S682,Jersey,17.73,66.6,458.1,283.0,24.0,93.3,680.6,25.4,none,0.0,18.71,331.9
S683,Holstein,11.67,135.3,771.6,369.1,44.3,22.6,520.8,6.6,none,0.0,22.21,259.3
S684,Jersey,13.78,256.7,747.8,415.2,22.7,52.5,530.9,0.0,other,0.92,23.71,326.8
S685,Crossbred,16.56,189.6,120.6,58.4,,92.8,516.8,5.1,none,0.0,17.18,284.5
S686,Holstein,15.01,83.5,575.1,352.9,,96.0,594.4,21.8,nitrate,0.83,23.33,350.2
S687,Holstein,14.51,121.3,299.1,,,12.8,492.6,14.0,none,0.0,15.79,229.1
S688,Jersey,12.55,86.8,709.7,356.8,26.4,34.9,546.3,20.4,nitrate,1.09,19.93,250.1
S689,Crossbred,11.08,47.8,123.8,78.7,44.4,69.8,445.9,19.5,none,0.0,17.71,196.3
S690,Holstein,15.66,259.0,732.2,346.4,51.6,22.2,589.4,0.0,other,1.32,23.13,362.3
S691,Holstein,14.22,146.9,665.0,374.2,,32.5,545.0,22.0,tannin,1.34,21.24,302.1
S692,Jersey,10.99,114.0,173.3,102.9,32.4,2.3,485.7,36.8,none,0.0,16.75,184.1
S693,Holstein,14.79,182.0,133.9,61.8,,15.4,640.1,0.0,tannin,1.63,16.77,248.0
S694,Crossbred,13.9,43.7,663.1,377.7,42.5,56.2,496.5,15.8,tannin,0.36,20.95,291.2
S695,Jersey,17.36,107.1,199.4,122.3,38.9,65.3,622.8,3.4,none,0.0,16.63,288.6
S696,Holstein,15.59,206.5,458.3,,46.2,64.9,532.9,0.0,none,0.0,20.28,316.3
S697,Crossbred,19.48,190.3,718.5,396.9,28.4,77.8,671.1,30.1,nitrate,1.04,23.78,463.3
S698,Holstein,15.7,271.7,480.6,241.1,59.2,41.5,620.0,37.7,nitrate,1.39,18.32,287.7
S699,Holstein,12.4,187.2,364.3,212.2,23.9,27.3,514.5,25.5,none,0.0,18.32,227.0
S700,Jersey,15.03,153.7,396.9,188.0,53.2,1.6,520.0,28.8,lipid,0.78,18.12,272.3
S701,Other,16.35,220.2,136.1,86.8,43.8,20.7,611.3,8.0,none,0.0,16.67,272.6
S702,Crossbred,12.51,253.4,754.7,474.6,29.8,31.2,559.3,0.0,none,0.0,22.5,281.5
S703,Holstein,12.57,210.6,305.2,148.7,49.8,17.8,564.8,35.6,tannin,0.87,17.06,214.5
S704,Crossbred,17.02,267.4,222.3,114.4,23.4,2.0,651.3,7.5,none,0.0,18.25,310.7
S705,Holstein,12.99,225.0,288.4,163.7,,15.7,530.1,4.1,none,0.0,16.97,220.4
S706,Holstein,14.47,244.8,751.7,446.2,,66.6,580.5,42.2,seaweed,1.74,21.88,316.7
S707,Holstein,17.42,68.7,157.4,84.8,,63.0,632.3,43.4,none,0.0,15.11,263.1
S708,Holstein,16.73,213.4,685.4,,23.2,93.6,623.5,27.7,none,0.0,21.9,366.3
S709,Holstein,16.13,145.0,576.5,271.4,50.0,79.8,565.4,17.0,tannin,1.65,21.88,353.0
S710,Other,11.04,171.4,659.9,428.9,,56.8,557.7,37.5,seaweed,0.87,21.94,242.3
S711,Holstein,12.15,195.1,759.5,411.0,55.6,13.8,470.7,9.2,lipid,2.38,22.78,276.7
S712,Crossbred,13.83,268.9,668.2,417.3,50.5,56.4,511.6,19.3,seaweed,2.45,21.59,298.6
S713,Jersey,12.56,272.4,737.3,,47.9,6.2,594.1,16.1,seaweed,0.39,24.3,305.2
S714,Holstein,13.19,109.4,179.7,114.0,,43.1,566.7,0.0,none,0.0,16.05,211.6
S715,Holstein,13.23,213.7,636.5,297.6,,39.0,579.5,41.4,nitrate,0.6,19.42,256.8
S716,Holstein,15.97,217.5,465.7,220.2,57.9,42.8,637.4,29.3,none,0.0,18.54,296.0
S717,Holstein,15.04,123.1,464.2,295.2,23.7,28.0,503.8,0.0,none,0.0,18.72,281.4
S718,Jersey,17.05,71.0,707.0,452.1,33.0,68.6,560.8,21.7,lipid,1.45,21.28,363.0
S719,Other,13.44,51.6,756.7,388.2,29.4,84.1,586.3,,nitrate,1.12,23.27,312.7
S720,Crossbred,14.11,223.9,574.4,299.3,35.7,76.9,532.8,39.8,tannin,0.75,22.81,321.8
S721,Holstein,17.36,156.6,422.8,228.5,49.7,62.8,660.9,0.0,none,0.0,21.52,373.6
S722,Holstein,16.32,272.6,404.7,215.8,39.0,53.8,629.5,2.4,none,0.0,19.96,325.7
S723,Holstein,15.41,150.8,356.9,174.2,42.8,3.1,592.4,0.0,seaweed,2.32,19.64,302.7
S724,Other,17.52,270.8,340.0,214.1,,72.3,682.7,20.4,nitrate,0.28,18.51,324.4
S725,Holstein,14.66,138.3,360.4,180.4,25.7,54.5,485.1,37.7,3-NOP,1.68,16.46,241.3
S726,Holstein,16.02,227.7,154.3,91.2,,27.1,574.5,3.4,none,0.0,17.71,283.7
S727,Jersey,13.33,61.8,145.9,67.6,54.4,32.8,597.0,36.0,none,0.0,14.24,189.9
S728,Jersey,14.2,172.0,625.7,286.4,,93.6,520.1,1.7,seaweed,1.53,20.56,291.9
S729,Holstein,16.16,229.7,397.7,230.9,35.1,62.4,593.0,1.3,tannin,2.23,19.77,319.6
S730,Jersey,13.19,258.4,728.7,377.3,51.6,47.6,508.6,20.8,none,0.0,22.38,295.1
S731,Holstein,17.11,234.5,511.1,,,62.1,616.4,10.0,none,0.0,20.31,347.5
S732,Holstein,16.24,50.7,117.0,54.9,,41.4,638.5,26.7,none,0.0,14.87,241.6
S733,Holstein,15.08,129.2,200.6,,29.2,47.0,591.3,1.2,none,0.0,17.2,259.4
S734,Holstein,11.78,53.4,233.6,140.1,59.4,29.0,463.8,1.6,seaweed,0.41,18.29,215.4
S735,Other,9.9,67.6,759.4,474.8,48.2,44.0,517.0,32.7,none,0.0,22.78,225.4
S736,Holstein,15.1,200.0,242.4,115.7,44.7,68.6,608.9,9.5,tannin,1.97,16.72,252.5
S737,Crossbred,13.4,208.9,445.3,228.9,,4.0,576.3,29.5,nitrate,1.71,17.26,231.3
S738,Holstein,8.55,223.1,732.4,,27.4,79.5,413.4,0.0,other,1.96,21.95,187.7
S739,Crossbred,18.39,244.5,760.4,423.9,45.4,28.3,649.6,2.7,lipid,1.76,22.82,419.7
S740,Other,15.34,215.0,254.4,129.6,35.2,68.3,583.2,34.6,none,0.0,18.48,283.4
S741,Holstein,13.1,229.4,126.5,58.5,57.0,64.3,525.9,12.1,none,0.0,15.77,206.6
S742,Other,15.02,53.5,197.9,103.7,50.6,65.3,634.7,17.5,none,0.0,14.81,222.4
S743,Jersey,13.8,96.9,136.3,68.3,37.9,60.8,534.3,3.9,tannin,2.18,17.02,234.9
S744,Crossbred,14.83,187.5,226.3,119.3,50.0,95.9,533.7,37.7,none,0.0,17.12,253.9
S745,Holstein,13.67,242.8,481.3,235.6,59.0,50.8,596.5,25.2,3-NOP,0.41,20.78,284.1
S746,Jersey,17.04,43.1,716.2,359.8,38.4,73.2,681.9,22.7,none,0.0,21.85,372.4
S747,Holstein,18.11,162.4,459.9,264.6,45.7,70.5,672.4,43.6,none,0.0,18.97,343.6
S748,Other,12.01,200.5,520.6,274.7,56.7,23.6,596.6,15.1,tannin,0.18,20.22,242.9
S749,Other,14.98,48.9,230.9,,29.9,28.3,602.7,40.1,tannin,2.08,19.81,296.8
S750,Holstein,14.92,135.9,639.8,356.2,55.5,42.4,622.5,32.4,seaweed,1.31,21.84,325.8
S751,Other,12.29,251.6,514.9,311.2,23.9,27.8,499.6,41.8,lipid,0.88,20.14,247.5
S752,Crossbred,14.59,199.2,683.2,359.2,45.9,36.7,613.6,40.9,none,0.0,22.31,325.5
S753,Jersey,13.48,97.6,741.1,420.6,51.3,39.1,531.0,44.6,none,0.0,20.4,274.9
S754,Holstein,17.74,241.6,330.6,212.7,44.6,60.4,594.1,5.9,3-NOP,2.0,16.76,297.4
S755,Holstein,13.55,123.4,154.9,85.9,39.8,22.0,561.4,35.8,tannin,1.28,13.21,179.0
S756,Holstein,15.56,241.7,247.3,156.3,44.7,80.4,605.1,36.2,seaweed,0.46,20.05,312.0
S757,Holstein,17.54,112.0,392.0,238.7,26.1,43.8,582.1,29.0,none,0.0,20.91,366.8
S758,Other,9.17,180.1,738.9,341.2,28.6,70.6,400.0,12.5,other,0.5,23.39,214.6
S759,Holstein,17.37,134.9,351.4,188.3,30.8,8.1,585.7,,none,0.0,18.3,317.8
S760,Jersey,15.35,106.3,619.4,,43.9,47.0,613.5,9.2,3-NOP,0.76,19.31,296.3
S761,Jersey,17.72,249.5,462.1,299.2,,2.8,601.8,22.5,tannin,1.42,18.73,331.8
S762,Jersey,15.35,85.9,217.9,118.0,29.8,67.6,568.8,23.5,lipid,0.6,19.78,303.6
S763,Holstein,17.3,61.8,312.1,146.2,55.3,34.4,673.5,0.0,tannin,0.92,18.18,314.5
S764,Jersey,14.74,122.0,539.1,303.2,35.0,94.9,593.7,32.5,other,1.25,20.58,303.4
S765,Jersey,14.1,209.9,552.6,,37.8,32.4,601.3,0.0,none,0.0,18.4,259.4
S766,Jersey,16.06,230.9,389.9,234.1,36.4,56.4,637.7,31.2,tannin,0.41,20.85,334.8
S767,Holstein,16.26,275.7,249.2,137.4,27.3,25.7,596.8,38.2,nitrate,0.19,17.26,280.8
S768,Crossbred,13.01,111.3,586.1,348.5,49.3,62.0,521.1,15.7,seaweed,0.19,19.1,248.5
S769,Holstein,10.24,137.5,208.3,130.0,,46.7,428.7,0.0,3-NOP,0.94,15.89,162.8
S770,Jersey,13.28,74.0,732.7,421.9,20.7,37.1,546.4,7.1,other,1.83,20.76,275.7
S771,Holstein,17.01,176.5,221.3,126.7,58.6,20.4,620.7,38.1,none,0.0,16.86,286.7
S772,Holstein,15.68,275.4,166.3,99.9,52.6,11.2,553.8,42.8,3-NOP,1.99,15.98,250.7
S773,Crossbred,14.58,206.0,432.9,267.7,48.9,12.0,623.1,6.9,lipid,1.82,18.22,265.6
S774,Holstein,13.6,181.3,447.9,279.4,54.8,99.9,583.9,31.1,lipid,0.11,21.4,290.9
S775,Other,16.88,133.8,440.1,201.2,56.3,41.2,652.3,22.8,other,0.16,19.61,330.9
S776,Crossbred,16.22,256.2,391.2,219.6,33.5,0.2,557.3,23.9,lipid,0.57,19.63,318.5
S777,Holstein,16.8,158.3,772.5,381.0,44.4,95.3,603.1,31.8,none,0.0,23.23,390.1
S778,Holstein,13.26,73.4,425.1,264.5,44.4,2.0,605.4,22.0,lipid,1.38,22.3,295.6
S779,Holstein,16.23,127.5,419.4,243.1,,41.9,665.1,27.0,3-NOP,0.2,18.59,301.7
S780,Other,10.42,57.7,381.1,,,71.7,472.6,10.4,tannin,2.03,18.06,188.2
S781,Jersey,13.29,89.3,138.6,,,91.5,547.5,0.0,3-NOP,1.28,15.64,207.8
S782,Holstein,18.05,46.1,498.0,257.9,46.4,71.3,625.9,38.9,nitrate,1.85,20.02,361.4
S783,Holstein,14.56,148.1,248.7,,,46.4,667.8,4.9,seaweed,1.9,14.76,215.0
S784,Holstein,12.31,190.5,528.5,,50.4,97.4,589.4,26.9,lipid,1.32,21.47,264.2
S785,Jersey,12.69,122.3,127.7,,32.7,3.9,557.4,8.3,none,0.0,13.55,172.0
S786,Holstein,15.94,140.4,763.3,479.0,28.2,98.7,620.4,38.1,none,0.0,23.81,379.5
S787,Holstein,16.61,266.5,413.3,,38.1,84.9,627.1,26.1,3-NOP,0.96,18.0,298.9
S788,Crossbred,14.49,218.0,705.5,,41.9,92.9,553.4,18.1,none,0.0,22.49,325.9
S789,Holstein,16.63,168.6,417.8,212.4,,25.5,594.8,11.2,tannin,0.97,19.67,327.2
S790,Holstein,13.5,108.6,134.2,86.5,55.0,14.2,645.8,19.7,none,0.0,18.82,254.1
S791,Jersey,18.99,251.9,654.6,387.3,56.6,66.3,688.4,43.1,seaweed,1.37,20.13,382.3
S792,Other,15.02,97.0,535.7,,54.0,51.6,619.6,0.0,none,0.0,20.45,307.2
S793,Holstein,15.54,118.1,626.9,320.7,58.6,52.3,577.6,21.1,none,0.0,20.69,321.4
S794,Other,12.31,254.7,385.4,196.5,,92.5,571.8,33.6,tannin,1.93,18.47,227.3
S795,Holstein,15.22,165.9,528.7,242.1,21.9,62.0,608.4,17.1,none,0.0,19.86,302.2
S796,Crossbred,14.56,215.7,677.8,403.8,,31.1,568.1,0.0,none,0.0,22.73,330.9
S797,Holstein,16.39,180.2,524.0,240.3,35.6,40.0,586.4,15.2,none,0.0,19.75,323.8
S798,Crossbred,10.41,194.9,330.5,149.0,,13.3,511.5,6.8,none,0.0,20.7,215.5
S799,Holstein,16.37,112.1,545.5,325.1,26.8,19.2,652.8,32.1,tannin,1.63,20.55,336.3
S800,Other,11.04,98.5,551.9,353.1,,14.3,506.6,39.3,none,0.0,19.02,209.9
S801,Other,14.49,117.5,749.1,450.4,27.8,81.0,549.1,40.8,3-NOP,1.68,22.26,322.5
S802,Holstein,15.69,78.4,346.3,188.5,,70.5,580.9,39.6,tannin,0.51,18.0,282.3
S803,Holstein,19.29,246.6,383.3,,50.4,53.0,694.5,0.0,seaweed,1.84,19.26,371.6
S804,Jersey,12.94,108.3,647.7,348.0,45.6,37.4,549.6,12.8,tannin,1.46,19.4,251.0
S805,Holstein,14.77,173.4,438.4,225.8,47.0,66.8,535.0,28.7,none,0.0,18.28,269.9
S806,Jersey,15.59,227.3,596.1,330.4,33.3,81.3,542.0,43.0,lipid,1.77,20.79,324.2
S807,Jersey,14.4,225.4,407.0,,45.9,88.1,674.5,32.7,3-NOP,2.16,20.06,288.9
S808,Holstein,11.07,144.6,240.2,136.8,,54.7,406.3,22.3,none,0.0,19.2,212.7
S809,Holstein,14.31,153.4,602.0,379.0,57.5,82.0,514.8,31.0,lipid,1.41,23.27,332.9
S810,Other,18.08,274.8,182.6,118.5,32.1,51.1,738.9,,tannin,1.83,17.51,316.6
S811,Holstein,13.45,199.9,228.6,106.5,,47.5,610.5,41.4,tannin,1.09,17.27,232.2
S812,Jersey,14.13,232.6,521.1,274.6,,86.5,508.6,34.3,lipid,1.99,21.76,307.5
S813,Holstein,12.51,253.2,603.4,293.3,,38.6,572.5,19.5,none,0.0,19.74,247.0
S814,Holstein,14.21,226.3,704.1,366.4,38.1,39.6,579.0,,lipid,0.43,19.88,282.4
S815,Holstein,15.58,85.3,279.2,141.7,45.3,30.5,625.8,22.5,tannin,0.67,18.19,283.5
S816,Holstein,18.21,173.5,168.6,81.8,26.4,51.9,685.4,14.8,3-NOP,0.75,15.53,282.8
S817,Jersey,14.02,65.8,746.0,449.7,46.9,54.5,598.3,42.4,none,0.0,22.7,318.2
S818,Holstein,12.54,194.8,198.5,,,66.0,542.6,22.9,none,0.0,17.62,220.9
S819,Jersey,15.7,265.6,228.0,144.5,30.9,43.1,622.2,21.2,lipid,0.56,17.67,277.4
S820,Jersey,14.84,162.0,292.0,133.3,,21.8,533.1,15.7,none,0.0,18.87,280.0
S821,Holstein,16.26,143.3,454.6,,,86.7,513.0,28.8,none,0.0,21.34,347.0
S822,Holstein,9.47,50.4,696.0,369.3,33.3,34.6,469.4,23.4,tannin,0.75,22.12,209.6
S823,Jersey,12.5,266.6,612.5,285.4,,92.3,481.1,5.8,nitrate,1.7,21.22,265.3
S824,Jersey,11.4,66.1,576.7,289.8,,20.7,521.2,39.1,none,0.0,20.71,236.1
S825,Jersey,14.14,51.6,212.6,137.6,27.7,56.0,504.3,16.2,nitrate,1.11,16.58,234.4
S826,Holstein,13.44,99.6,337.3,165.9,41.7,53.7,593.8,19.5,seaweed,2.02,17.54,235.6
S827,Crossbred,11.56,57.3,419.8,205.5,25.2,82.9,503.0,9.3,lipid,2.46,22.84,264.1
S828,Holstein,9.12,148.5,193.7,,47.6,13.9,400.0,24.9,none,0.0,16.86,153.7
S829,Jersey,12.69,162.8,279.8,153.8,57.8,91.0,512.4,0.0,none,0.0,19.2,243.8
S830,Holstein,14.15,115.1,303.6,171.9,37.1,53.1,546.7,,tannin,0.35,17.44,246.9
S831,Jersey,14.19,53.9,179.9,94.5,,58.6,538.7,2.3,none,0.0,18.4,261.2
S832,Holstein,16.65,68.1,468.8,288.5,23.9,51.0,666.2,43.8,seaweed,1.73,20.09,334.4
S833,Crossbred,11.46,132.0,574.5,,,3.6,538.2,31.7,none,0.0,21.22,243.2
S834,Holstein,16.79,56.2,140.8,75.4,48.9,49.7,627.9,,nitrate,1.72,16.65,279.6
S835,Jersey,14.27,205.4,421.6,247.9,50.4,26.4,573.9,0.0,lipid,0.53,20.3,289.6
S836,Holstein,16.05,90.4,627.3,,53.7,34.3,572.5,0.0,lipid,1.18,22.69,364.3
S837,Jersey,12.06,112.7,603.9,316.4,22.3,64.9,524.9,39.4,other,2.02,21.75,262.3
S838,Holstein,11.88,134.2,649.7,,51.1,49.8,571.5,13.1,lipid,2.18,21.39,254.2
S839,Holstein,13.18,139.5,399.1,185.1,,9.3,529.1,20.8,3-NOP,0.67,19.5,257.0
S840,Crossbred,16.57,42.4,653.4,316.3,32.1,7.3,585.2,31.8,3-NOP,1.53,19.6,324.8
S841,Holstein,14.26,68.2,257.4,,,18.6,560.8,39.2,lipid,0.48,16.44,234.5
S842,Holstein,12.66,243.9,339.4,202.2,59.8,19.1,518.3,29.6,lipid,2.4,17.88,226.3
S843,Crossbred,14.56,42.3,213.5,108.4,,60.8,634.5,33.9,other,0.71,15.42,224.5
S844,Crossbred,17.65,160.9,412.3,245.2,53.1,17.8,600.6,0.0,nitrate,1.84,19.61,346.1
S845,Crossbred,12.16,156.5,360.8,167.1,45.6,88.2,548.1,39.5,none,0.0,18.27,222.2
S846,Holstein,13.51,119.9,257.6,,49.4,21.0,583.7,12.4,lipid,1.58,16.67,225.1
S847,Holstein,15.1,142.9,606.5,374.3,48.5,9.1,570.0,5.8,lipid,1.68,20.28,306.3
S848,Crossbred,10.29,224.7,307.4,143.8,,87.6,522.9,43.9,tannin,0.89,18.83,193.7
S849,Holstein,16.39,238.8,279.3,127.0,27.4,29.5,579.2,,lipid,2.07,17.12,280.6
S850,Crossbred,14.38,102.9,182.4,,,42.5,537.7,6.1,seaweed,2.22,15.88,228.4
S851,Holstein,14.31,117.5,392.7,243.8,43.9,95.9,518.3,28.2,lipid,2.15,19.58,280.1
S852,Other,12.78,98.7,299.9,,,94.4,477.6,14.3,none,0.0,18.38,234.9
S853,Jersey,13.6,154.3,345.2,193.2,25.0,71.5,553.5,6.0,lipid,1.89,17.91,243.5
S854,Holstein,13.63,201.9,254.2,136.1,27.4,6.9,609.0,27.1,none,0.0,18.44,251.4
S855,Holstein,13.12,95.4,614.2,374.1,33.3,59.3,533.3,34.2,none,0.0,19.01,249.4
S856,Holstein,16.69,119.4,728.2,398.9,,98.9,726.2,0.0,none,0.0,23.02,384.3
S857,Holstein,16.43,259.7,433.1,238.3,22.3,94.7,628.1,7.0,seaweed,1.54,19.0,312.1
S858,Crossbred,17.54,53.4,532.2,344.7,56.6,10.6,653.3,25.1,none,0.0,20.48,359.3
S859,Holstein,17.78,149.8,685.3,,32.5,39.6,622.7,36.6,other,1.08,20.15,358.3
S860,Holstein,17.71,208.5,775.2,477.6,,31.6,686.2,7.2,seaweed,0.53,21.89,387.7
S861,Holstein,14.58,77.2,512.0,,58.6,13.0,527.8,9.3,lipid,0.77,19.61,286.0
S862,Jersey,10.09,53.1,700.7,382.3,25.7,69.5,421.4,0.0,none,0.0,23.83,240.4
